cruise,file,time,lat,lon,opp_evt_ratio,flow_rate,file_duration,pop,n_count,abundance,fsc_small_mean,chl_small_mean,pe_mean,fsc_perp_mean,flag
SCOPE_1,2014_345/2014-12-11T23-27-04+00-00,2014-12-11 23:27:04,22.6747,-157.968,0.00760733998329912,2277.73616,180.141,synecho,163,3.13321388957556,59.0023404368192,62.2902740180308,74.0606827777245,58.5115249286818,0
SCOPE_1,2014_345/2014-12-11T23-27-04+00-00,2014-12-11 23:27:04,22.6747,-157.968,0.00760733998329912,2277.73616,180.141,unknown,855,16.4349562919454,107.108356471155,8.96107364797851,3.53549959550902,58.4846588774627,0
SCOPE_1,2014_345/2014-12-11T23-30-05+00-00,2014-12-11 23:30:05,22.6747,-157.968,0.00765251704338264,2277.73616,180.139,beads,43,0.821682876309024,679.586262355769,103.857126035461,1258.83731199474,58.5700014539729,0
SCOPE_1,2014_345/2014-12-11T23-30-05+00-00,2014-12-11 23:30:05,22.6747,-157.968,0.00765251704338264,2277.73616,180.139,picoeuk,169,3.22940479293547,534.037840037077,913.868606203925,15.2774712092749,58.5316797691945,0
SCOPE_1,2014_345/2014-12-11T23-30-05+00-00,2014-12-11 23:30:05,22.6747,-157.968,0.00765251704338264,2277.73616,180.139,prochloro,17738,338.953740929523,6.57043026866016,8.65748888507826,1.44054867799481,58.4491060121439,0
SCOPE_1,2014_345/2014-12-11T23-30-05+00-00,2014-12-11 23:30:05,22.6747,-157.968,0.00765251704338264,2277.73616,180.139,synecho,186,3.55425616263904,63.5245733628013,68.0329849218869,79.7335012363541,58.5074566988014,0
SCOPE_1,2014_345/2014-12-11T23-30-05+00-00,2014-12-11 23:30:05,22.6747,-157.968,0.00765251704338264,2277.73616,180.139,unknown,877,16.7585088958841,98.0849624254605,8.55747907058502,3.20439428414625,58.4752438457871,0
SCOPE_1,2014_345/2014-12-11T23-33-05+00-00,2014-12-11 23:33:05,22.6748,-157.968,0.00755650966230871,2277.73616,180.06,beads,34,0.65824605224934,703.732912086459,111.484972208572,1290.65698635562,58.5773049761095,0
SCOPE_1,2014_345/2014-12-11T23-33-05+00-00,2014-12-11 23:33:05,22.6748,-157.968,0.00755650966230871,2277.73616,180.06,picoeuk,176,3.4073913292907,550.774276396765,935.738368541907,15.283816264918,58.5417270874825,0
SCOPE_1,2014_345/2014-12-11T23-33-05+00-00,2014-12-11 23:33:05,22.6748,-157.968,0.00755650966230871,2277.73616,180.06,prochloro,17866,345.888940279021,6.63865832473394,8.62100754976569,1.44141558244403,58.4516960081236,0
SCOPE_1,2014_345/2014-12-11T23-33-05+00-00,2014-12-11 23:33:05,22.6748,-157.968,0.00755650966230871,2277.73616,180.06,synecho,172,3.32995061726136,54.9491628414175,55.2047907274809,68.1641987474048,58.5106324612445,0
SCOPE_1,2014_345/2014-12-11T23-33-05+00-00,2014-12-11 23:33:05,22.6748,-157.968,0.00755650966230871,2277.73616,180.06,unknown,855,16.5529521962702,108.321147725213,9.5647996090781,2.48524165403364,58.4815211965212,0
SCOPE_1,2014_345/2014-12-11T23-36-05+00-00,2014-12-11 23:36:05,22.6747,-157.968,0.00767207223771932,2277.73616,180,beads,42,0.801146492912557,696.773272957138,105.853815511533,1286.46126009619,58.5596680356145,0
SCOPE_1,2014_345/2014-12-11T23-36-05+00-00,2014-12-11 23:36:05,22.6747,-157.968,0.00767207223771932,2277.73616,180,picoeuk,202,3.85313313257944,520.916055763881,920.96914093946,10.3753334486477,58.5314322556292,0
SCOPE_1,2014_345/2014-12-11T23-36-05+00-00,2014-12-11 23:36:05,22.6747,-157.968,0.00767207223771932,2277.73616,180,prochloro,17757,338.71329225353,6.65013087777619,8.48369891983931,1.44678067664553,58.4510776457758,0
SCOPE_1,2014_345/2014-12-11T23-36-05+00-00,2014-12-11 23:36:05,22.6747,-157.968,0.00767207223771932,2277.73616,180,synecho,175,3.33811038713565,62.7931444748884,59.6187656682074,69.126416345488,58.5118536274558,0
SCOPE_1,2014_345/2014-12-11T23-36-05+00-00,2014-12-11 23:36:05,22.6747,-157.968,0.00767207223771932,2277.73616,180,unknown,851,16.2327539397282,119.816650273406,9.499333701239,2.63503050719238,58.4813652681275,0
SCOPE_1,2014_345/2014-12-11T23-39-05+00-00,2014-12-11 23:39:05,22.6748,-157.9679,0.00782833185319812,2277.73616,180.02,beads,49,0.915912379313467,736.266529029502,114.101240725162,1377.90419662542,58.5660540094076,0
SCOPE_1,2014_345/2014-12-11T23-39-05+00-00,2014-12-11 23:39:05,22.6748,-157.9679,0.00782833185319812,2277.73616,180.02,picoeuk,181,3.3832681766477,560.13636990417,849.426949217723,15.2434487268391,58.539611739337,0
